역번호,역사명,노선명,영문역사명,한자역사명,역위도,역경도,데이터기준일자
D004,신사,신분당선,Sinsa,新沙,37.51612526,127.0197609,2026-06-18
D005,논현,신분당선,Nonhyeon,論峴,37.51111538,127.0213658,2026-06-18
D006,신논현,신분당선,Sinnonhyeon,新論峴,37.50455543,127.0245306,2026-06-18
D007,강남,신분당선,Gangnam,江南,37.49738544,127.0278789,2026-06-18
D008,양재(서초구청),신분당선,Yangjae(Secho-gu Office),良才(瑞草區廳),37.48445352,127.0340995,2026-06-18
D009,양재시민의숲(매헌),신분당선,Yangjae Citizen's Forest(Maeheon),良才市民의숲(梅軒),37.47096388,127.0384203,2026-06-18
D010,청계산입구,신분당선,Cheonggyesan,淸溪山入口,37.44871485,127.0543396,2026-06-18
D011,판교,신분당선,Pangyo(Pangyo Techno Valley),板橋(板橋테크노밸리),37.39571475,127.1112107,2026-06-18
D012,정자,신분당선,Jeongja,亭子,37.36821019,127.1083859,2026-06-18
D013,미금,신분당선,Migeum,美金,37.35118332,127.1089028,2026-06-18
D014,동천,신분당선,Dongcheon,東川,37.33868413,127.1027937,2026-06-18
D015,수지구청,신분당선,Suji-gu Office,水枝區廳,37.32300896,127.0955813,2026-06-18
D016,성복,신분당선,Seongbok,星福,37.31404251,127.0807578,2026-06-18
D017,상현,신분당선,Sanghyeon,上峴,37.29868526,127.0695799,2026-06-18
D018,광교중앙(아주대),신분당선,Gwanggyo Jungang,光敎中央(亞洲大),37.28773752,127.052625,2026-06-18
D019,광교(경기대),신분당선,Gwanggyo (Kyonggi Univ.),光敎(京畿大),37.30173474,127.0448561,2026-06-18
Y110,기흥(백남준아트센터),에버라인,Giheung,器興,37.27545288,127.1170465,2025-03-25
Y111,강남대,에버라인,Kangnam Univ.,江南大 ,37.27017073,127.1260669,2025-03-25
Y112,지석,에버라인,Jiseok,支石,37.26973732,127.1363256,2025-03-25
Y113,어정,에버라인,Eojeong,御停,37.27495132,127.1437499,2025-03-25
Y114,동백(용인세브란스),에버라인,Dongbaek,東栢,37.26910138,127.1526906,2025-03-25
Y115,초당,에버라인,Chodang,草堂,37.26080647,127.1594692,2025-03-25
Y116,삼가,에버라인,Samga,三街,37.24205993,127.16818,2025-03-25
Y117,시청·용인대,에버라인,Yongin City Hall·Yongin Univ.,市廳?龍仁大,37.23944203,127.1788851,2025-03-25
Y118,명지대,에버라인,Myongji Univ.,明知大,37.23807629,127.1902913,2025-03-25
Y119,김량장,에버라인,Gimnyangjang,金良場,37.23732377,127.1986109,2025-03-25
Y120,용인중앙시장(용인예술과학대),에버라인,Yongin Jungang Market,龍仁中央市場,37.2379113,127.2090526,2025-03-25
Y121,고진,에버라인,Gojin,古陳,37.24463834,127.2141836,2025-03-25
Y122,보평,에버라인,Bopyeong,洑坪,37.25896427,127.2184808,2025-03-25
Y123,둔전,에버라인,Dunjeon,屯田,37.26721222,127.2136387,2025-03-25
Y124,전대·에버랜드,에버라인,Jeondae·Everland,前垈,37.28541327,127.219509,2025-03-25
A01,서울,인천국제공항선,Seoul,-,37.55301784,126.9697643,2023-05-31
A02,공덕,인천국제공항선,Gongdeok,孔德,37.5427105,126.9516296,2023-05-31
A03,홍대입구,인천국제공항선,Hongik Univ.,弘大入口,37.55774103,126.9264939,2023-05-31
A04,디지털미디어시티,인천국제공항선,Digital Media City,-,37.577355,126.898025,2023-05-31
A042,마곡나루,인천국제공항선,Magongnaru,麻谷나루,37.56581914,126.8276358,2023-05-31
A05,김포공항,인천국제공항선,Gimpo Int'l Airport,金浦空港,37.56211652,126.8015442,2023-05-31
A06,계양,인천국제공항선,Gyeyang,桂陽,37.571769,126.736319,2023-05-31
A07,검암,인천국제공항선,Geomam,黔岩,37.56915547,126.6735357,2023-05-31
A071,청라국제도시,인천국제공항선,Cheongna Int'l City,靑羅國際都市,37.556509,126.624725,2023-05-31
A072,영종,인천국제공항선,Yeongjong,永宗,37.51209814,126.5242471,2023-05-31
A08,운서,인천국제공항선,Unseo,雲西,37.49284463,126.4936619,2023-05-31
A09,공항화물청사,인천국제공항선,Incheon Int'l Airport Cargo Terminal,空港貨物廳舍,37.45902611,126.4774333,2023-05-31
A10,인천공항1터미널,인천국제공항선,Incheon Int'l Airport Terminal 1,仁川空港1터미널,37.44760672,126.4523433,2023-05-31
A11,인천공항2터미널,인천국제공항선,Incheon Int'l Airport Terminal 2,仁川空港2터미널,37.46866,126.433415,2023-05-31
100,녹동,광주도시철도 1호선,Nokdong,鹿洞,35.107028,126.933932,2022-09-02
101,소태,광주도시철도 1호선,Sotae,所台,35.124108,126.932013,2022-09-02
102,학동증심사입구,광주도시철도 1호선,Hak-dong·Jeungsimsa,鶴洞ㆍ證心寺,35.133023,126.928382,2022-09-02
103,남광주,광주도시철도 1호선,Namgwangju,南光州,35.1389849,126.92318,2022-09-02
104,문화전당(구도청),광주도시철도 1호선,Culture Center (Former Provincial office),文化殿堂（原道?）,35.14661,126.92005,2022-09-02
105,금남로4가,광주도시철도 1호선,Geumnamno 4(sa)-ga,錦南路4街,35.150976,126.914446,2022-09-02
106,금남로5가,광주도시철도 1호선,Geumnamno 5(o)-ga,錦南路5街,35.153658,126.910033,2022-09-02
107,양동시장,광주도시철도 1호선,Yangdong Market,良洞市場,35.154176,126.901089,2022-09-02
108,돌고개,광주도시철도 1호선,Dolgogae,石?,35.152047,126.895637,2022-09-02
109,농성,광주도시철도 1호선,Nongseong,農城,35.153363,126.883973,2022-09-02
110,화정,광주도시철도 1호선,Hwajeong,花亭,35.152085,126.876698,2022-09-02
111,쌍촌,광주도시철도 1호선,Ssangchon,雙村,35.151793,126.869519,2022-09-02
112,운천,광주도시철도 1호선,Uncheon,云泉,35.150486,126.858694,2022-09-02
113,상무,광주도시철도 1호선,Sangmu,尙武,35.146784,126.848641,2022-09-02
114,김대중컨벤션센터(마륵),광주도시철도 1호선,Kim Daejung Convention Center (Mareuk),金大中?展中心（?勒）,35.143214,126.841442,2022-09-02
115,공항,광주도시철도 1호선,Airport,空港,35.144179,126.81153,2022-09-02
116,송정공원,광주도시철도 1호선,Songjeong Park,松汀公園,35.143565,126.799245,2022-09-02
117,광주송정역,광주도시철도 1호선,GwangjuSongjeong Station,光州松汀站,35.137529,126.791488,2022-09-02
118,도산,광주도시철도 1호선,Dosan,道山,35.131713,126.787942,2022-09-02
119,평동,광주도시철도 1호선,Pyeong-dong,平洞,35.1247,126.769586,2022-09-02
806,동구릉,8호선,Donggureung,?九陵,37.610556,127.135056,20240812
807,구리(구리전통시장),8호선,Guri(Guri Traditional Market),"九里
(九里??市?)",37.60256,127.14073,20240812
808,장자호수공원,8호선,Jangja Lake Park,?者湖水公?,37.587222,127.13793,20240812
G100,양촌역,김포도시철도,Yangchon ,陽村,37.641639,126.614694,2026-05-25
G101,구래역,김포도시철도,Gurae ,九?,37.645354,126.6285,2026-05-25
G102,마산역,김포도시철도,Masan ,麻山,37.640606,126.643944,2026-05-25
G103,장기역,김포도시철도,Janggi ,場基,37.644028,126.669,2026-05-25
G104,운양역,김포도시철도,Unyang ,雲陽,37.653861,126.683833,2026-05-25
G105,걸포북변역,김포도시철도,Geolpo Bukbyeon ,傑浦北邊,37.631639,126.70575,2026-05-25
G106,사우역,김포도시철도,Sau(Gimpo City Hall),沙隅,37.620361,126.719722,2026-05-25
G107,풍무역,김포도시철도,Pungmu,豊舞,37.612333,126.732583,2026-05-25
G108,고촌역,김포도시철도,Gochon ,高村,37.60125,126.770361,2026-05-25
G109,김포공항역,김포도시철도,Gimpo Int‘l Airport ,金浦空港,37.562309,126.801833,2026-05-25
S401,샛강,수도권 경량도시철도 신림선,Saetgang,?江,37.51721994,126.929404,2025-09-23
S402,대방,수도권 경량도시철도 신림선,Daebang,大方,37.51284017,126.9253168,2025-09-23
S403,서울지방병무청,수도권 경량도시철도 신림선,Seoul Regional Office of Millitary Manpower,首?地方兵??,37.50604687,126.9227834,2025-09-23
S404,보라매,수도권 경량도시철도 신림선,Boramae,波拉美,37.50031271,126.9204859,2025-09-23
S405,보라매공원,수도권 경량도시철도 신림선,Boramae Park,波拉美公?,37.49522541,126.9182588,2025-09-23
S406,보라매병원,수도권 경량도시철도 신림선,Boramae Medical Center,波拉美?院,37.4929607,126.923886,2025-09-23
S407,당곡,수도권 경량도시철도 신림선,Danggok,堂谷,37.49003911,126.9275688,2025-09-23
S408,신림,수도권 경량도시철도 신림선,Sillim,新林,37.48489076,126.9296099,2025-09-23
S409,서원,수도권 경량도시철도 신림선,Seowon,?院,37.47827336,126.9332282,2025-09-23
S410,서울대벤처타운,수도권 경량도시철도 신림선,Seoul National Univ. Venture Town,首?大??投城,37.47204068,126.9339766,2025-09-23
S411,관악산,수도권 경량도시철도 신림선,Gwanaksan,冠岳山,37.46916896,126.9449548,2025-09-23
0405,진접역,진접선,Jinjeop,榛接,37.720472,127.203167,2022-08-31
0406,오남역,진접선,Onam,梧南,37.7054056,127.191644,2022-08-31
0408,별내별가람역,진접선,ByeollaeByeolgaram,別內별가람,37.667833,127.116167,2022-08-31
804,별내역,수도권 광역철도 8호선,Byeollae,別內,37.642517,127.1273,2024-09-12
805,다산역,수도권 광역철도 8호선,Dasan ,茶山,37.62437,127.1498,2024-09-12
0115,설화명곡,대구 도시철도 1호선,SeolhwaMyeonggok,舌化椧谷,35.7986179,128.4893927,2025-03-31
0116,화원,대구 도시철도 1호선,Hwawon,花園,35.804349,128.500409,2025-03-31
0117,대곡(정부대구청사),대구 도시철도 1호선,"Daegok
(Central Government Office-Daegu)",大谷(政府大邱廳舍),35.809571,128.51257,2025-03-31
0118,진천,대구 도시철도 1호선,Jincheon,辰泉,35.813815,128.522374,2025-03-31
0119,월배,대구 도시철도 1호선,Wolbae,月背,35.816123,128.530119,2025-03-31
0120,상인,대구 도시철도 1호선,Sangin,上仁,35.8188583,128.5375588,2025-03-31
0121,월촌,대구 도시철도 1호선,Wolchon,月村,35.823695,128.545465,2025-03-31
0122,송현,대구 도시철도 1호선,Songhyeon,松峴,35.831092,128.551755,2025-03-31
0123,서부정류장(관문시장),대구 도시철도 1호선,"Seobu Bus Terminal
(Gwanmun Market)",西部客運站(關門市場),35.8373375,128.5570702,2025-03-31
0124,대명,대구 도시철도 1호선,Daemyeong,大明,35.8392924,128.5652846,2025-03-31
0125,안지랑,대구 도시철도 1호선,Anjirang,한자가없음,35.8392,128.574,2025-03-31
0126,현충로,대구 도시철도 1호선,Hyeonchungno,顯忠路,35.84072,128.58085,2025-03-31
0127,영대병원,대구 도시철도 1호선,Yeungnam University Hospital,嶺大病院,35.8442516,128.5882407,2025-03-31
0128,교대,대구 도시철도 1호선,National University of Education,敎大,35.8510953,128.590643,2025-03-31
0129,명덕(2.28민주운동기념회관),대구 도시철도 1호선,"Myeongdeok
(The 2?28 Movement for Democracy museum)",明德(2?28民主運動紀念會館),35.857382,128.59088,2025-03-31
0130,반월당,대구 도시철도 1호선,Banwoldang,半月堂,35.86389,128.593312,2025-03-31
0131,중앙로,대구 도시철도 1호선,Jungangno,中央路,35.870873,128.593888,2025-03-31
0132,대구역,대구 도시철도 1호선,Daegu Station,大邱驛,35.876379,128.596919,2025-03-31
0133,칠성시장,대구 도시철도 1호선,Chilseong Market,七星市場,35.876159,128.604885,2025-03-31
0134,신천(경북대입구),대구 도시철도 1호선,"Sincheon
(Kyungpook Nat’l Univ.)",新川(慶北大入口),35.874527,128.617244,2025-03-31
0135,동대구역,대구 도시철도 1호선,Dongdaegu Station,東大邱驛,35.877626,128.627152,2025-03-31
0136,동구청(큰고개),대구 도시철도 1호선,"Dong-gu Office
(Keungogae)",東區廳,35.884485,128.632295,2025-03-31
0137,아양교(대구국제공항입구),대구 도시철도 1호선,"Ayanggyo
(Daegu Int’l Airport)","峨洋橋
(大邱國際空港)",35.887208,128.639572,2025-03-31
0138,동촌(동촌유원지),대구 도시철도 1호선,"Dongchon
(Dongchon Resort)",東村(東村遊園地),35.886039,128.650455,2025-03-31
0139,해안,대구 도시철도 1호선,Haean,解顔,35.883765,128.659079,2025-03-31
0140,방촌,대구 도시철도 1호선,Bangchon,芳村,35.879929,128.669767,2025-03-31
0141,용계,대구 도시철도 1호선,Yonggye,龍溪,35.876256,128.681414,2025-03-31
0142,율하,대구 도시철도 1호선,Yulha,栗下,35.869751,128.692775,2025-03-31
0143,신기,대구 도시철도 1호선,Singi,新基,35.866761,128.701724,2025-03-31
0144,반야월,대구 도시철도 1호선,Banyawol,半夜月,35.865948,128.713663,2025-03-31
0145,각산,대구 도시철도 1호선,Gaksan,角山,35.867852,128.723843,2025-03-31
0146,안심(혁신도시·첨복단지),대구 도시철도 1호선,"Ansim
(Innovation city · High-techMedical Complex)",安心(革新都市?尖複團地),35.8712,128.7338,2025-03-31
0147,대구한의대병원,대구 도시철도 1호선,Daegu Haany University Hospital,大邱韓醫大病院,35.8717089,128.7508237,2025-03-31
0148,부호(경일대·호산대),대구 도시철도 1호선,Buho(Kyungil University?Hosan University),釜湖(慶一大?瑚山大),35.9002809,128.8031144,2025-03-31
0149,하양(대구가톨릭대),대구 도시철도 1호선,Hayang(Daegu Catholic University),河陽(大邱加?立大),35.9094258,128.8175403,2025-03-31
0216,문양,대구 도시철도 2호선,Munyang,汶陽,35.86414313,128.4370043,2025-03-31
0217,다사,대구 도시철도 2호선,Dasa,多斯,35.86495301,128.4582876,2025-03-31
0218,대실,대구 도시철도 2호선,Daesil,한자가없음,35.8573333,128.4656264,2025-03-31
0219,강창,대구 도시철도 2호선,Gangchang,江倉,35.8531116,128.4789997,2025-03-31
0220,계명대,대구 도시철도 2호선,Keimyung Univ.,啓明大,35.85146491,128.491969,2025-03-31
0221,성서산업단지,대구 도시철도 2호선,Seongseo Industrial Complex,城西産業團地,35.8518236,128.5071662,2025-03-31
0222,이곡,대구 도시철도 2호선,Igok,梨谷,35.85062003,128.5157686,2025-03-31
0223,용산(서부법원?검찰청입구),대구 도시철도 2호선,"Yongsan
(Seobu Branch Court?Seobu Prosecutor's Office)","龍山
(西部法院?檢察廳入口)",35.84912,128.5287686,2025-03-31
0224,죽전,대구 도시철도 2호선,Jukjeon,竹田,35.8503505,128.537089,2025-03-31
0225,감삼,대구 도시철도 2호선,Gamsam,甘三,35.8543251,128.547905,2025-03-31
0226,두류,대구 도시철도 2호선,Duryu,頭流,35.8572405,128.555509,2025-03-31
0227,내당,대구 도시철도 2호선,Naedang,內唐,35.860194,128.564593,2025-03-31
0228,반고개,대구 도시철도 2호선,Bangogae,한자가없음,35.8623,128.572817,2025-03-31
0229,청라언덕,대구 도시철도 2호선,Cheongna Hill,靑蘿坡,35.865,128.5823227,2025-03-31
0230,반월당,대구 도시철도 2호선,Banwoldang,半月堂,35.865592,128.593334,2025-03-31
0231,경대병원,대구 도시철도 2호선,Kyungpook Nat'l Univ. Hosp.,慶大病院,35.863102,128.60316,2025-03-31
0232,대구은행(대구교육청),대구 도시철도 2호선,"Daegu Bank
(Daegu Metropolitan Office Of Education)","大邱銀行
(大邱敎育廳)",35.859868,128.613975,2025-03-31
0233,범어,대구 도시철도 2호선,Beomeo,泛魚,35.8591,128.6257,2025-03-31
0234,수성구청(KBS),대구 도시철도 2호선,"Suseong-gu Office
(KBS)",壽城區廳,35.85874022,128.6359517,2025-03-31
0235,만촌,대구 도시철도 2호선,Manchon,晩村,35.858841,128.644951,2025-03-31
0236,담티(수성대·대륜),대구 도시철도 2호선,"Damti
(Polytechnic Collegeㆍ Daeryun Middle & High School)",한자가없음(壽城大ㆍ大倫),35.854841,128.654151,2025-03-31
0237,연호,대구 도시철도 2호선,Yeonho,蓮湖,35.8465,128.67185,2025-03-31
0238,수성알파시티(삼성라이온즈파크),대구 도시철도 2호선,"Suseong Alpha City
(Samsung Lions Park)",壽城알파시티,35.842718,128.67999,2025-03-31
0239,고산,대구 도시철도 2호선,Gosan,孤山,35.842955,128.69335,2025-03-31
0240,신매,대구 도시철도 2호선,Sinmae,新梅,35.8408,128.705,2025-03-31
0241,사월,대구 도시철도 2호선,Sawol,沙月,35.837066,128.715173,2025-03-31
0242,정평,대구 도시철도 2호선,Jeongpyeong,正坪,35.83407,128.728695,2025-03-31
0243,임당,대구 도시철도 2호선,Imdang,林堂,35.834131,128.741076,2025-03-31
0244,영남대,대구 도시철도 2호선,Yeungnam University,嶺南大,35.836373,128.752966,2025-03-31
0312,칠곡경대병원,대구 도시철도 3호선,"Chilgok Kyungpook 
Nat‘l Univ. Medical Center",漆谷慶大病院,35.95838748,128.5598908,2025-03-31
0313,학정,대구 도시철도 3호선,Hakjeong,鶴亭,35.95155512,128.5591934,2025-03-31
0314,팔거(국립농관원통계청),대구 도시철도 3호선,Palgeo(NAQS · KOSTAT),八?(國立農管院統計廳),35.94404716,128.5583366,2025-03-31
0315,동천,대구 도시철도 3호선,Dongcheon,東川,35.93770658,128.556683,2025-03-31
0316,칠곡운암,대구 도시철도 3호선,Chilgok·Unam,漆谷雲岩,35.93145534,128.5545305,2025-03-31
0317,구암(과학대보건대입구),대구 도시철도 3호선,"Guam
(Taegu Science Univ.
·Daegu Health College)",鳩岩(科學大·保健大入口),35.92574223,128.5503415,2025-03-31
0318,태전,대구 도시철도 3호선,Taejeon,太田,35.9196172,128.547388,2025-03-31
0319,매천,대구 도시철도 3호선,Maecheon,梅川,35.91265,128.5434,2025-03-31
0320,매천시장,대구 도시철도 3호선,Maecheon Market,梅川市場,35.90443,128.545755,2025-03-31
0321,팔달,대구 도시철도 3호선,Paldal,八達,35.89777,128.5468,2025-03-31
0322,공단,대구 도시철도 3호선,Gongdan,工團,35.892,128.5536,2025-03-31
0323,만평,대구 도시철도 3호선,Manpyeong,萬坪,35.889893,128.561002,2025-03-31
0324,팔달시장,대구 도시철도 3호선,Paldal Market,八達市場,35.88883085,128.5678716,2025-03-31
0325,원대,대구 도시철도 3호선,Wondae,院垈,35.887886,128.574392,2025-03-31
0326,"북구청
(대구iM뱅크파크)",대구 도시철도 3호선,"Buk-gu Office
(DGB Daegu Bank Park)",北區廳(DGB大邱銀行Park),35.88381395,128.5814483,2025-03-31
0327,달성공원,대구 도시철도 3호선,Dalseong Park,達城公園,35.87573001,128.5821218,2025-03-31
0328,서문시장(동산병원),대구 도시철도 3호선,"Seomun Market
(Dongsan Hospital)","西門市場
(東山病院)",35.86966429,128.582241,2025-03-31
0329,청라언덕(신남),대구 도시철도 3호선,"Cheongna Hill
(sinnam)","靑蘿坡
(新南)",35.86419437,128.5823758,2025-03-31
0330,남산(계명네거리),대구 도시철도 3호선,"Namsan
(Gyemyeongnegeori)","南山
(계명네거리)",35.85668979,128.5834576,2025-03-31
0331,명덕(2·28민주운동기념회관),대구 도시철도 3호선,"Myeongdeok
(2·28Democracy Movement Hall)","明德
(2·28民主運動紀念會館)",35.85694518,128.5900469,2025-03-31
0332,건들바위,대구 도시철도 3호선,Geondeulbawi,한자가없음,35.85538252,128.5996903,2025-03-31
0333,대봉교,대구 도시철도 3호선,Daebonggyo,大鳳橋,35.85499783,128.6063685,2025-03-31
0334,수성시장,대구 도시철도 3호선,Suseong Market,壽城市場,35.85431676,128.6160292,2025-03-31
0335,수성구민운동장,대구 도시철도 3호선,Suseong District Stadium,壽城區民運動場,35.85240979,128.6251246,2025-03-31
